Indicator,Countryname,Year,Zone,Area En,Area Sp,Countrycode,Countryname Sp,Date,Indicator Sp,Series,Upi,Circa,count,Country,Number of Records,Rate
Rate 90/10,Argentina (urban),2018,National,National,Nacional,ARG,Argentina (urbano),05 August 2020,Razon 90/10,1,WB569452,2018,1,32,1,7.569173513
Rate 75/25,Argentina (urban),2018,National,National,Nacional,ARG,Argentina (urbano),05 August 2020,Razon 75/25,1,WB569452,2018,1,32,1,2.909412605
"Generalized entropy, GE(-1)",Argentina (urban),2018,National,National,Nacional,ARG,Argentina (urbano),05 August 2020,"Indice de entropia, GE(-1)",1,WB569452,2018,1,32,1,0.474883954
"Mean log deviation, GE(0)",Argentina (urban),2018,National,National,Nacional,ARG,Argentina (urbano),05 August 2020,"Mean log deviation, GE(0)",1,WB569452,2018,1,32,1,0.307413223
"Theil index, GE(1)",Argentina (urban),2018,National,National,Nacional,ARG,Argentina (urbano),05 August 2020,"Indice de Theil, GE(1)",1,WB569452,2018,1,32,1,0.295059873
"Generalized entropy, GE(2)",Argentina (urban),2018,National,National,Nacional,ARG,Argentina (urbano),05 August 2020,"Indice de entropia, GE(2)",1,WB569452,2018,1,32,1,0.397909966
"Atkinson, A(0.5)",Argentina (urban),2018,National,National,Nacional,ARG,Argentina (urbano),05 August 2020,"Atkinson, A(0.5)",1,WB569452,2018,1,32,1,0.139237313
"Atkinson, A(1)",Argentina (urban),2018,National,National,Nacional,ARG,Argentina (urbano),05 August 2020,"Atkinson, A(1)",1,WB569452,2018,1,32,1,0.264653324
"Atkinson, A(2)",Argentina (urban),2018,National,National,Nacional,ARG,Argentina (urbano),05 August 2020,"Atkinson, A(2)",1,WB569452,2018,1,32,1,0.487118443
Gini coefficient (no zero income),Argentina (urban),2018,National,National,Nacional,ARG,Argentina (urbano),05 August 2020,Coeficiente Gini (ingreso mayor a zero),1,WB569452,2018,1,32,1,0.413255842
Gini coefficient,Bolivia,2000,National,National,Nacional,BOL,Bolivia,05 August 2020,Coeficiente Gini,2,WB569452,9999,1,68,1,0.616405469
Rate 90/10,Bolivia,2000,National,National,Nacional,BOL,Bolivia,05 August 2020,Razon 90/10,2,WB569452,9999,1,68,1,47.561625770
Rate 75/25,Bolivia,2000,National,National,Nacional,BOL,Bolivia,05 August 2020,Razon 75/25,2,WB569452,9999,1,68,1,5.329478636
"Generalized entropy, GE(-1)",Bolivia,2000,National,National,Nacional,BOL,Bolivia,05 August 2020,"Indice de entropia, GE(-1)",2,WB569452,9999,1,68,1,4.034187661
"Mean log deviation, GE(0)",Bolivia,2000,National,National,Nacional,BOL,Bolivia,05 August 2020,"Mean log deviation, GE(0)",2,WB569452,9999,1,68,1,0.862898301
"Theil index, GE(1)",Bolivia,2000,National,National,Nacional,BOL,Bolivia,05 August 2020,"Indice de Theil, GE(1)",2,WB569452,9999,1,68,1,0.768655875
"Generalized entropy, GE(2)",Bolivia,2000,National,National,Nacional,BOL,Bolivia,05 August 2020,"Indice de entropia, GE(2)",2,WB569452,9999,1,68,1,1.791107886
"Atkinson, A(0.5)",Bolivia,2000,National,National,Nacional,BOL,Bolivia,05 August 2020,"Atkinson, A(0.5)",2,WB569452,9999,1,68,1,0.326998124
"Atkinson, A(1)",Bolivia,2000,National,National,Nacional,BOL,Bolivia,05 August 2020,"Atkinson, A(1)",2,WB569452,9999,1,68,1,0.578062593
"Atkinson, A(2)",Bolivia,2000,National,National,Nacional,BOL,Bolivia,05 August 2020,"Atkinson, A(2)",2,WB569452,9999,1,68,1,0.889726664
Gini coefficient (no zero income),Bolivia,2000,National,National,Nacional,BOL,Bolivia,05 August 2020,Coeficiente Gini (ingreso mayor a zero),2,WB569452,9999,1,68,1,0.614674947
Gini coefficient,Bolivia,2001,National,National,Nacional,BOL,Bolivia,05 August 2020,Coeficiente Gini,2,WB569452,9999,1,68,1,0.573981491
Rate 90/10,Bolivia,2001,National,National,Nacional,BOL,Bolivia,05 August 2020,Razon 90/10,2,WB569452,9999,1,68,1,23.907369468
Rate 75/25,Bolivia,2001,National,National,Nacional,BOL,Bolivia,05 August 2020,Razon 75/25,2,WB569452,9999,1,68,1,4.238482149
"Generalized entropy, GE(-1)",Bolivia,2001,National,National,Nacional,BOL,Bolivia,05 August 2020,"Indice de entropia, GE(-1)",2,WB569452,9999,1,68,1,2.201973103
"Mean log deviation, GE(0)",Bolivia,2001,National,National,Nacional,BOL,Bolivia,05 August 2020,"Mean log deviation, GE(0)",2,WB569452,9999,1,68,1,0.688551484
"Theil index, GE(1)",Bolivia,2001,National,National,Nacional,BOL,Bolivia,05 August 2020,"Indice de Theil, GE(1)",2,WB569452,9999,1,68,1,0.660284524
"Generalized entropy, GE(2)",Bolivia,2001,National,National,Nacional,BOL,Bolivia,05 August 2020,"Indice de entropia, GE(2)",2,WB569452,9999,1,68,1,1.462725719
"Atkinson, A(0.5)",Bolivia,2001,National,National,Nacional,BOL,Bolivia,05 August 2020,"Atkinson, A(0.5)",2,WB569452,9999,1,68,1,0.280815651
"Atkinson, A(1)",Bolivia,2001,National,National,Nacional,BOL,Bolivia,05 August 2020,"Atkinson, A(1)",2,WB569452,9999,1,68,1,0.497696864
"Atkinson, A(2)",Bolivia,2001,National,National,Nacional,BOL,Bolivia,05 August 2020,"Atkinson, A(2)",2,WB569452,9999,1,68,1,0.814950045
Gini coefficient (no zero income),Bolivia,2001,National,National,Nacional,BOL,Bolivia,05 August 2020,Coeficiente Gini (ingreso mayor a zero),2,WB569452,9999,1,68,1,0.573060571
Gini coefficient,Bolivia,2002,National,National,Nacional,BOL,Bolivia,05 August 2020,Coeficiente Gini,2,WB569452,9999,1,68,1,0.593094767
Rate 90/10,Bolivia,2002,National,National,Nacional,BOL,Bolivia,05 August 2020,Razon 90/10,2,WB569452,9999,1,68,1,26.306976599
Rate 75/25,Bolivia,2002,National,National,Nacional,BOL,Bolivia,05 August 2020,Razon 75/25,2,WB569452,9999,1,68,1,4.456741807
"Generalized entropy, GE(-1)",Bolivia,2002,National,National,Nacional,BOL,Bolivia,05 August 2020,"Indice de entropia, GE(-1)",2,WB569452,9999,1,68,1,2.691702745
"Mean log deviation, GE(0)",Bolivia,2002,National,National,Nacional,BOL,Bolivia,05 August 2020,"Mean log deviation, GE(0)",2,WB569452,9999,1,68,1,0.751565292
"Theil index, GE(1)",Bolivia,2002,National,National,Nacional,BOL,Bolivia,05 August 2020,"Indice de Theil, GE(1)",2,WB569452,9999,1,68,1,0.712038619
"Generalized entropy, GE(2)",Bolivia,2002,National,National,Nacional,BOL,Bolivia,05 August 2020,"Indice de entropia, GE(2)",2,WB569452,9999,1,68,1,1.538407295
"Atkinson, A(0.5)",Bolivia,2002,National,National,Nacional,BOL,Bolivia,05 August 2020,"Atkinson, A(0.5)",2,WB569452,9999,1,68,1,0.301002720
"Atkinson, A(1)",Bolivia,2002,National,National,Nacional,BOL,Bolivia,05 August 2020,"Atkinson, A(1)",2,WB569452,9999,1,68,1,0.528372260
"Atkinson, A(2)",Bolivia,2002,National,National,Nacional,BOL,Bolivia,05 August 2020,"Atkinson, A(2)",2,WB569452,9999,1,68,1,0.843343807
Gini coefficient (no zero income),Bolivia,2002,National,National,Nacional,BOL,Bolivia,05 August 2020,Coeficiente Gini (ingreso mayor a zero),2,WB569452,9999,1,68,1,0.592826417
Gini coefficient,Bolivia,2005,National,National,Nacional,BOL,Bolivia,05 August 2020,Coeficiente Gini,1,WB569452,9999,1,68,1,0.585273808
Rate 90/10,Bolivia,2005,National,National,Nacional,BOL,Bolivia,05 August 2020,Razon 90/10,1,WB569452,9999,1,68,1,24.457442836
Rate 75/25,Bolivia,2005,National,National,Nacional,BOL,Bolivia,05 August 2020,Razon 75/25,1,WB569452,9999,1,68,1,4.309793759
"Generalized entropy, GE(-1)",Bolivia,2005,National,National,Nacional,BOL,Bolivia,05 August 2020,"Indice de entropia, GE(-1)",1,WB569452,9999,1,68,1,2.003497510
"Mean log deviation, GE(0)",Bolivia,2005,National,National,Nacional,BOL,Bolivia,05 August 2020,"Mean log deviation, GE(0)",1,WB569452,9999,1,68,1,0.702868989
"Theil index, GE(1)",Bolivia,2005,National,National,Nacional,BOL,Bolivia,05 August 2020,"Indice de Theil, GE(1)",1,WB569452,9999,1,68,1,0.692752725
"Generalized entropy, GE(2)",Bolivia,2005,National,National,Nacional,BOL,Bolivia,05 August 2020,"Indice de entropia, GE(2)",1,WB569452,9999,1,68,1,1.776129456
"Atkinson, A(0.5)",Bolivia,2005,National,National,Nacional,BOL,Bolivia,05 August 2020,"Atkinson, A(0.5)",1,WB569452,9999,1,68,1,0.290000112
"Atkinson, A(1)",Bolivia,2005,National,National,Nacional,BOL,Bolivia,05 August 2020,"Atkinson, A(1)",1,WB569452,9999,1,68,1,0.504837352
"Atkinson, A(2)",Bolivia,2005,National,National,Nacional,BOL,Bolivia,05 August 2020,"Atkinson, A(2)",1,WB569452,9999,1,68,1,0.800279410
Gini coefficient (no zero income),Bolivia,2005,National,National,Nacional,BOL,Bolivia,05 August 2020,Coeficiente Gini (ingreso mayor a zero),1,WB569452,9999,1,68,1,0.585085274
Gini coefficient,Bolivia,2006,National,National,Nacional,BOL,Bolivia,05 August 2020,Coeficiente Gini,1,WB569452,9999,1,68,1,0.566666757
Rate 90/10,Bolivia,2006,National,National,Nacional,BOL,Bolivia,05 August 2020,Razon 90/10,1,WB569452,9999,1,68,1,18.731321255
Rate 75/25,Bolivia,2006,National,National,Nacional,BOL,Bolivia,05 August 2020,Razon 75/25,1,WB569452,9999,1,68,1,4.157142895
"Generalized entropy, GE(-1)",Bolivia,2006,National,National,Nacional,BOL,Bolivia,05 August 2020,"Indice de entropia, GE(-1)",1,WB569452,9999,1,68,1,1.656698691
"Mean log deviation, GE(0)",Bolivia,2006,National,National,Nacional,BOL,Bolivia,05 August 2020,"Mean log deviation, GE(0)",1,WB569452,9999,1,68,1,0.644930040
"Theil index, GE(1)",Bolivia,2006,National,National,Nacional,BOL,Bolivia,05 August 2020,"Indice de Theil, GE(1)",1,WB569452,9999,1,68,1,0.634175327
"Generalized entropy, GE(2)",Bolivia,2006,National,National,Nacional,BOL,Bolivia,05 August 2020,"Indice de entropia, GE(2)",1,WB569452,9999,1,68,1,1.395807279
"Atkinson, A(0.5)",Bolivia,2006,National,National,Nacional,BOL,Bolivia,05 August 2020,"Atkinson, A(0.5)",1,WB569452,9999,1,68,1,0.270067679
"Atkinson, A(1)",Bolivia,2006,National,National,Nacional,BOL,Bolivia,05 August 2020,"Atkinson, A(1)",1,WB569452,9999,1,68,1,0.475300751
"Atkinson, A(2)",Bolivia,2006,National,National,Nacional,BOL,Bolivia,05 August 2020,"Atkinson, A(2)",1,WB569452,9999,1,68,1,0.768164184
Gini coefficient (no zero income),Bolivia,2006,National,National,Nacional,BOL,Bolivia,05 August 2020,Coeficiente Gini (ingreso mayor a zero),1,WB569452,9999,1,68,1,0.565896355
Gini coefficient,Bolivia,2007,National,National,Nacional,BOL,Bolivia,05 August 2020,Coeficiente Gini,1,WB569452,9999,1,68,1,0.545301226
Rate 90/10,Bolivia,2007,National,National,Nacional,BOL,Bolivia,05 August 2020,Razon 90/10,1,WB569452,9999,1,68,1,14.283713279
Rate 75/25,Bolivia,2007,National,National,Nacional,BOL,Bolivia,05 August 2020,Razon 75/25,1,WB569452,9999,1,68,1,3.673946772
"Generalized entropy, GE(-1)",Bolivia,2007,National,National,Nacional,BOL,Bolivia,05 August 2020,"Indice de entropia, GE(-1)",1,WB569452,9999,1,68,1,1.331950344
"Mean log deviation, GE(0)",Bolivia,2007,National,National,Nacional,BOL,Bolivia,05 August 2020,"Mean log deviation, GE(0)",1,WB569452,9999,1,68,1,0.575299620
"Theil index, GE(1)",Bolivia,2007,National,National,Nacional,BOL,Bolivia,05 August 2020,"Indice de Theil, GE(1)",1,WB569452,9999,1,68,1,0.572273836
"Generalized entropy, GE(2)",Bolivia,2007,National,National,Nacional,BOL,Bolivia,05 August 2020,"Indice de entropia, GE(2)",1,WB569452,9999,1,68,1,1.072424054
"Atkinson, A(0.5)",Bolivia,2007,National,National,Nacional,BOL,Bolivia,05 August 2020,"Atkinson, A(0.5)",1,WB569452,9999,1,68,1,0.247450256
"Atkinson, A(1)",Bolivia,2007,National,National,Nacional,BOL,Bolivia,05 August 2020,"Atkinson, A(1)",1,WB569452,9999,1,68,1,0.437463704
"Atkinson, A(2)",Bolivia,2007,National,National,Nacional,BOL,Bolivia,05 August 2020,"Atkinson, A(2)",1,WB569452,9999,1,68,1,0.727066838
Gini coefficient (no zero income),Bolivia,2007,National,National,Nacional,BOL,Bolivia,05 August 2020,Coeficiente Gini (ingreso mayor a zero),1,WB569452,9999,1,68,1,0.544930174
Gini coefficient,Bolivia,2008,National,National,Nacional,BOL,Bolivia,05 August 2020,Coeficiente Gini,1,WB569452,2008,1,68,1,0.508173197
Rate 90/10,Bolivia,2008,National,National,Nacional,BOL,Bolivia,05 August 2020,Razon 90/10,1,WB569452,2008,1,68,1,12.880280384
Rate 75/25,Bolivia,2008,National,National,Nacional,BOL,Bolivia,05 August 2020,Razon 75/25,1,WB569452,2008,1,68,1,3.380865729
"Generalized entropy, GE(-1)",Bolivia,2008,National,National,Nacional,BOL,Bolivia,05 August 2020,"Indice de entropia, GE(-1)",1,WB569452,2008,1,68,1,1.107757509
"Mean log deviation, GE(0)",Bolivia,2008,National,National,Nacional,BOL,Bolivia,05 August 2020,"Mean log deviation, GE(0)",1,WB569452,2008,1,68,1,0.503242972
"Theil index, GE(1)",Bolivia,2008,National,National,Nacional,BOL,Bolivia,05 August 2020,"Indice de Theil, GE(1)",1,WB569452,2008,1,68,1,0.499427370
"Generalized entropy, GE(2)",Bolivia,2008,National,National,Nacional,BOL,Bolivia,05 August 2020,"Indice de entropia, GE(2)",1,WB569452,2008,1,68,1,1.073629644
"Atkinson, A(0.5)",Bolivia,2008,National,National,Nacional,BOL,Bolivia,05 August 2020,"Atkinson, A(0.5)",1,WB569452,2008,1,68,1,0.218080990
"Atkinson, A(1)",Bolivia,2008,National,National,Nacional,BOL,Bolivia,05 August 2020,"Atkinson, A(1)",1,WB569452,2008,1,68,1,0.395433116
"Atkinson, A(2)",Bolivia,2008,National,National,Nacional,BOL,Bolivia,05 August 2020,"Atkinson, A(2)",1,WB569452,2008,1,68,1,0.689007828
Gini coefficient (no zero income),Bolivia,2008,National,National,Nacional,BOL,Bolivia,05 August 2020,Coeficiente Gini (ingreso mayor a zero),1,WB569452,2008,1,68,1,0.508160102
Gini coefficient,Bolivia,2009,National,National,Nacional,BOL,Bolivia,05 August 2020,Coeficiente Gini,1,WB569452,9999,1,68,1,0.492234423
Rate 90/10,Bolivia,2009,National,National,Nacional,BOL,Bolivia,05 August 2020,Razon 90/10,1,WB569452,9999,1,68,1,12.652267825
Rate 75/25,Bolivia,2009,National,National,Nacional,BOL,Bolivia,05 August 2020,Razon 75/25,1,WB569452,9999,1,68,1,3.159250100
"Generalized entropy, GE(-1)",Bolivia,2009,National,National,Nacional,BOL,Bolivia,05 August 2020,"Indice de entropia, GE(-1)",1,WB569452,9999,1,68,1,1.069465015
"Mean log deviation, GE(0)",Bolivia,2009,National,National,Nacional,BOL,Bolivia,05 August 2020,"Mean log deviation, GE(0)",1,WB569452,9999,1,68,1,0.480574145
"Theil index, GE(1)",Bolivia,2009,National,National,Nacional,BOL,Bolivia,05 August 2020,"Indice de Theil, GE(1)",1,WB569452,9999,1,68,1,0.481013729
"Generalized entropy, GE(2)",Bolivia,2009,National,National,Nacional,BOL,Bolivia,05 August 2020,"Indice de entropia, GE(2)",1,WB569452,9999,1,68,1,1.101734789
"Atkinson, A(0.5)",Bolivia,2009,National,National,Nacional,BOL,Bolivia,05 August 2020,"Atkinson, A(0.5)",1,WB569452,9999,1,68,1,0.208442548
"Atkinson, A(1)",Bolivia,2009,National,National,Nacional,BOL,Bolivia,05 August 2020,"Atkinson, A(1)",1,WB569452,9999,1,68,1,0.381571777
"Atkinson, A(2)",Bolivia,2009,National,National,Nacional,BOL,Bolivia,05 August 2020,"Atkinson, A(2)",1,WB569452,9999,1,68,1,0.681420105
Gini coefficient (no zero income),Bolivia,2009,National,National,Nacional,BOL,Bolivia,05 August 2020,Coeficiente Gini (ingreso mayor a zero),1,WB569452,9999,1,68,1,0.491737955
Gini coefficient,Bolivia,2011,National,National,Nacional,BOL,Bolivia,05 August 2020,Coeficiente Gini,1,WB569452,9999,1,68,1,0.460811852
Rate 90/10,Bolivia,2011,National,National,Nacional,BOL,Bolivia,05 August 2020,Razon 90/10,1,WB569452,9999,1,68,1,10.425567755
Rate 75/25,Bolivia,2011,National,National,Nacional,BOL,Bolivia,05 August 2020,Razon 75/25,1,WB569452,9999,1,68,1,3.051538874
"Generalized entropy, GE(-1)",Bolivia,2011,National,National,Nacional,BOL,Bolivia,05 August 2020,"Indice de entropia, GE(-1)",1,WB569452,9999,1,68,1,0.844401837
"Mean log deviation, GE(0)",Bolivia,2011,National,National,Nacional,BOL,Bolivia,05 August 2020,"Mean log deviation, GE(0)",1,WB569452,9999,1,68,1,0.410119988
"Theil index, GE(1)",Bolivia,2011,National,National,Nacional,BOL,Bolivia,05 August 2020,"Indice de Theil, GE(1)",1,WB569452,9999,1,68,1,0.381238008
"Generalized entropy, GE(2)",Bolivia,2011,National,National,Nacional,BOL,Bolivia,05 August 2020,"Indice de entropia, GE(2)",1,WB569452,9999,1,68,1,0.579840904
"Atkinson, A(0.5)",Bolivia,2011,National,National,Nacional,BOL,Bolivia,05 August 2020,"Atkinson, A(0.5)",1,WB569452,9999,1,68,1,0.177252181
"Atkinson, A(1)",Bolivia,2011,National,National,Nacional,BOL,Bolivia,05 August 2020,"Atkinson, A(1)",1,WB569452,9999,1,68,1,0.336429375
"Atkinson, A(2)",Bolivia,2011,National,National,Nacional,BOL,Bolivia,05 August 2020,"Atkinson, A(2)",1,WB569452,9999,1,68,1,0.628087387
Gini coefficient (no zero income),Bolivia,2011,National,National,Nacional,BOL,Bolivia,05 August 2020,Coeficiente Gini (ingreso mayor a zero),1,WB569452,9999,1,68,1,0.460692519
Gini coefficient,Bolivia,2012,National,National,Nacional,BOL,Bolivia,05 August 2020,Coeficiente Gini,1,WB569452,9999,1,68,1,0.465814776
Rate 90/10,Bolivia,2012,National,National,Nacional,BOL,Bolivia,05 August 2020,Razon 90/10,1,WB569452,9999,1,68,1,11.557172917
Rate 75/25,Bolivia,2012,National,National,Nacional,BOL,Bolivia,05 August 2020,Razon 75/25,1,WB569452,9999,1,68,1,3.198988683
"Generalized entropy, GE(-1)",Bolivia,2012,National,National,Nacional,BOL,Bolivia,05 August 2020,"Indice de entropia, GE(-1)",1,WB569452,9999,1,68,1,1.032413837
"Mean log deviation, GE(0)",Bolivia,2012,National,National,Nacional,BOL,Bolivia,05 August 2020,"Mean log deviation, GE(0)",1,WB569452,9999,1,68,1,0.435492747
"Theil index, GE(1)",Bolivia,2012,National,National,Nacional,BOL,Bolivia,05 August 2020,"Indice de Theil, GE(1)",1,WB569452,9999,1,68,1,0.388939340
"Generalized entropy, GE(2)",Bolivia,2012,National,National,Nacional,BOL,Bolivia,05 August 2020,"Indice de entropia, GE(2)",1,WB569452,9999,1,68,1,0.580518730
"Atkinson, A(0.5)",Bolivia,2012,National,National,Nacional,BOL,Bolivia,05 August 2020,"Atkinson, A(0.5)",1,WB569452,9999,1,68,1,0.183011505
"Atkinson, A(1)",Bolivia,2012,National,National,Nacional,BOL,Bolivia,05 August 2020,"Atkinson, A(1)",1,WB569452,9999,1,68,1,0.353054192
"Atkinson, A(2)",Bolivia,2012,National,National,Nacional,BOL,Bolivia,05 August 2020,"Atkinson, A(2)",1,WB569452,9999,1,68,1,0.673717381
Gini coefficient (no zero income),Bolivia,2012,National,National,Nacional,BOL,Bolivia,05 August 2020,Coeficiente Gini (ingreso mayor a zero),1,WB569452,9999,1,68,1,0.465345640
Gini coefficient,Bolivia,2013,National,National,Nacional,BOL,Bolivia,05 August 2020,Coeficiente Gini,1,WB569452,2013,1,68,1,0.475902018
Rate 90/10,Bolivia,2013,National,National,Nacional,BOL,Bolivia,05 August 2020,Razon 90/10,1,WB569452,2013,1,68,1,10.754884332
Rate 75/25,Bolivia,2013,National,National,Nacional,BOL,Bolivia,05 August 2020,Razon 75/25,1,WB569452,2013,1,68,1,3.193684788
"Generalized entropy, GE(-1)",Bolivia,2013,National,National,Nacional,BOL,Bolivia,05 August 2020,"Indice de entropia, GE(-1)",1,WB569452,2013,1,68,1,0.986517486
"Mean log deviation, GE(0)",Bolivia,2013,National,National,Nacional,BOL,Bolivia,05 August 2020,"Mean log deviation, GE(0)",1,WB569452,2013,1,68,1,0.443009849
"Theil index, GE(1)",Bolivia,2013,National,National,Nacional,BOL,Bolivia,05 August 2020,"Indice de Theil, GE(1)",1,WB569452,2013,1,68,1,0.421954813
"Generalized entropy, GE(2)",Bolivia,2013,National,National,Nacional,BOL,Bolivia,05 August 2020,"Indice de entropia, GE(2)",1,WB569452,2013,1,68,1,0.743437547
"Atkinson, A(0.5)",Bolivia,2013,National,National,Nacional,BOL,Bolivia,05 August 2020,"Atkinson, A(0.5)",1,WB569452,2013,1,68,1,0.191091689
"Atkinson, A(1)",Bolivia,2013,National,National,Nacional,BOL,Bolivia,05 August 2020,"Atkinson, A(1)",1,WB569452,2013,1,68,1,0.357899117
"Atkinson, A(2)",Bolivia,2013,National,National,Nacional,BOL,Bolivia,05 August 2020,"Atkinson, A(2)",1,WB569452,2013,1,68,1,0.663643378
